name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
seattle,2015-06-01,17.9,13.4,15.3,17.9,13.4,15.3,10.4,72.9,2.892,100,20.83,rain,0,0,38.5,18.6,177.8,1012.6,78.8,15.4,179.7,15.5,6,,2015-06-01T05:15:51,2015-06-01T20:59:00,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2015-06-02,17.9,13.9,15.5,17.9,13.9,15.5,10.2,70.8,0.154,100,8.33,rain,0,0,35.6,18.8,185.5,1016.4,99.8,16,94.9,8.2,4,,2015-06-02T05:15:14,2015-06-02T20:59:54,0.5,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"72793024233,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2015-06-03,19.7,13.3,16.1,19.7,13.3,16.1,9.2,64.6,0,0,0,,0,0,23.4,12.7,266.8,1018.1,94.6,16,108.9,9.4,3,,2015-06-03T05:14:40,2015-06-03T21:00:47,0.54,Overcast,Cloudy skies throughout the day.,cloudy,"72793024233,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2015-06-04,22.5,13.5,17.7,22.5,13.5,17.7,8.2,54.6,0,0,0,,0,0,29.5,17.9,324.2,1019.6,67.5,16,246.9,21.3,7,,2015-06-04T05:14:08,2015-06-04T21:01:38,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2015-06-05,26.3,14.1,20.4,26.3,14.1,20.4,9.2,50.9,0,0,0,,0,0,40.7,21.2,323.6,1019,15.5,16,346.5,29.9,9,,2015-06-05T05:13:38,2015-06-05T21:02:27,0.61,Clear,Clear conditions throughout the day.,clear-day,"72793024233,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2015-06-06,29.1,14.2,22,28,14.2,21.8,10.2,49,0,0,0,,0,0,33.5,16.9,319.9,1016.6,23,16,343.8,30,9,,2015-06-06T05:13:11,2015-06-06T21:03:14,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2015-06-07,30.5,16,23.8,29.2,16,23.4,10.5,45.3,0,0,0,,0,0,26.3,18.4,322.6,1016.3,0.5,16,347.2,30,9,,2015-06-07T05:12:47,2015-06-07T21:03:59,0.68,Clear,Clear conditions throughout the day.,clear-day,"72793024233,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2015-06-08,29.3,16.1,23.1,28.2,16.1,22.8,9.7,45.8,0,0,0,,0,0,29.5,18,324.6,1015.2,0,15.5,350.4,30.3,9,,2015-06-08T05:12:25,2015-06-08T21:04:42,0.72,Clear,Clear conditions throughout the day.,clear-day,"72793024233,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2015-06-09,29,16.2,22.5,27.6,16.2,22.2,6.2,36.9,0,0,0,,0,0,22,15.5,320.8,1013.5,5.8,15.9,351.5,30.5,9,,2015-06-09T05:12:06,2015-06-09T21:05:23,0.75,Clear,Clear conditions throughout the day.,clear-day,"72793024233,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2015-06-10,26.2,12.9,19.5,26.2,12.9,19.5,8.7,51.9,0,0,0,,0,0,23,13.1,209.4,1014.6,7.9,15.6,354.9,30.8,9,,2015-06-10T05:11:49,2015-06-10T21:06:02,0.79,Clear,Clear conditions throughout the day.,clear-day,"72793024233,KSEA,KBFI,72793524234,72793494248,KRNT"
