name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
seattle,2019-07-12,26.1,16.7,20.9,26.1,16.7,20.9,12.4,60.8,0,0,0,,0,0,16.9,14.4,323.6,1017.3,30.4,15.6,272.5,23.7,9,,2019-07-12T05:24:09,2019-07-12T21:05:17,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-13,26,17.8,21,26,17.8,21,12.5,59.2,0,0,0,,0,0,23.8,14.6,257.1,1016.3,51.2,15.9,264.7,23,8,,2019-07-13T05:25:06,2019-07-13T21:04:33,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-14,26.1,16,20.9,26.1,16,20.9,12,58.3,0,0,0,,0,0,19.8,12.6,315.3,1018.2,47.6,15.9,289.1,25,9,,2019-07-14T05:26:04,2019-07-14T21:03:48,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-15,21.5,18.1,19.6,21.5,18.1,19.6,13.3,67.4,0.79,100,25,rain,0,0,19.4,11.7,226,1018.1,65.9,15.8,129.3,11,4,,2019-07-15T05:27:03,2019-07-15T21:02:59,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-16,26.5,17.3,21.2,26.5,17.3,21.2,13.4,63.3,0,0,0,,0,0,25.9,12.2,257.3,1015.8,65.9,15.8,241.3,20.9,8,,2019-07-16T05:28:04,2019-07-16T21:02:09,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-17,21.5,17.2,18.6,21.5,17.2,18.6,14.1,75,0.697,100,20.83,rain,0,0,44.6,22.4,183.1,1012.7,73.4,14.3,102.5,8.9,4,,2019-07-17T05:29:07,2019-07-17T21:01:16,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-18,22.4,14.2,17.1,22.4,14.2,17.1,11.5,71.5,1.623,100,33.33,rain,0,0,28.8,16.9,104.8,1016.6,82.7,14,220.6,19.1,8,,2019-07-18T05:30:10,2019-07-18T21:00:21,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,E8003,KSEA,KBFI,E8046,72793524234,72793494248,KRNT"
seattle,2019-07-19,21.9,13.7,17.3,21.9,13.7,17.3,8.9,60.3,0.119,100,8.33,rain,0,0,20.5,16.4,346.6,1020,55.4,14.7,231.8,19.9,8,,2019-07-19T05:31:15,2019-07-19T20:59:23,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-20,25.8,12.7,19.4,25.8,12.7,19.4,9,53.4,0,0,0,,0,0,28.1,17.4,327.2,1018.6,1.7,14.3,309.8,26.8,9,,2019-07-20T05:32:20,2019-07-20T20:58:24,0.63,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-21,31.4,14.1,22.6,29.5,14.1,22.2,9.4,47.2,0,0,0,,0,0,20.9,13.6,329.8,1014.7,3.4,14.7,310.8,27,9,,2019-07-21T05:33:27,2019-07-21T20:57:22,0.66,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-22,28.1,15.3,21.5,27.2,15.3,21.4,10,50.1,0,0,0,,0,0,27,15.2,227.8,1016.6,9.7,15.5,298.9,25.8,8,,2019-07-22T05:34:35,2019-07-22T20:56:18,0.69,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-23,21.7,16.3,18.9,21.7,16.3,18.9,12.7,67.7,0,0,0,,0,0,21.6,15.1,212.6,1018.9,63.1,14.9,131.3,11.2,4,,2019-07-23T05:35:44,2019-07-23T20:55:12,0.73,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-24,24.9,15.7,19.7,24.9,15.7,19.7,10,55.5,0,0,0,,0,0,31.7,16,213.9,1023.8,61.9,15.1,255.5,22.3,8,,2019-07-24T05:36:54,2019-07-24T20:54:04,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-25,28.2,14.6,21.6,26.9,14.6,21.4,7.9,46,0,0,0,,0,0,29.5,17.4,324.9,1020.2,2.4,15.6,301.5,26.2,8,,2019-07-25T05:38:04,2019-07-25T20:52:54,0.79,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-26,30.7,16.3,22.9,29.4,16.3,22.6,12.5,54.5,0,0,0,,0,0,35.3,18.3,250.4,1017.5,2.1,16,300.3,26,8,,2019-07-26T05:39:16,2019-07-26T20:51:42,0.82,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-27,23.1,18.6,20.5,23.1,18.6,20.5,12.7,61.9,0,0,0,,0,0,38.2,20.1,205.5,1022.7,75.3,16,130.9,11,5,,2019-07-27T05:40:28,2019-07-27T20:50:28,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-28,25.9,15.8,20.6,25.9,15.8,20.6,11.1,56.4,0,0,0,,0,0,27.7,16.9,333.7,1021.8,8.5,16,292.1,25,8,,2019-07-28T05:41:41,2019-07-28T20:49:12,0.89,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-29,27.6,15.2,21.3,27.2,15.2,21.2,11.3,54.8,0,0,0,,0,0,19.1,11.9,288.2,1016.3,4.2,16,294.7,25.7,8,,2019-07-29T05:42:55,2019-07-29T20:47:54,0.92,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-30,24.4,14.8,19,24.4,14.8,19,10.4,59,0,0,0,,0,0,29.5,14.8,209.5,1017,48.5,16,205.1,17.8,8,,2019-07-30T05:44:09,2019-07-30T20:46:35,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-07-31,28,14.8,21.6,27.2,14.8,21.4,11.2,54.5,0,0,0,,0,0,19.4,11.2,313.3,1016.1,13.5,16,282.5,24.3,8,,2019-07-31T05:45:24,2019-07-31T20:45:13,0,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-01,29.3,16.6,22.5,28.5,16.6,22.3,13,57.4,0,0,0,,0,0,29.5,14.6,199.9,1014.9,24.7,16,266.2,23,8,,2019-08-01T05:46:40,2019-08-01T20:43:50,0.02,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-02,25.3,17.8,21.6,25.3,17.8,21.6,15.2,68.3,6.186,100,12.5,rain,0,0,35.6,17.8,206.8,1018.1,70.4,15,220.1,18.9,7,,2019-08-02T05:47:56,2019-08-02T20:42:25,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-03,26.4,16.7,21.3,26.4,16.7,21.3,11.7,55.7,0,0,0,,0,0,33.5,21.6,331.9,1019.7,19.9,15.9,276,23.7,8,,2019-08-03T05:49:12,2019-08-03T20:40:59,0.09,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-04,28.8,16.2,22.8,28.1,16.2,22.6,11.9,51.8,0,0,0,,0,0,33.5,19.4,322.5,1016.4,1.8,15.8,278.7,23.9,8,,2019-08-04T05:50:29,2019-08-04T20:39:31,0.13,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-05,29.7,17.7,23.6,28.6,17.7,23.3,12.2,51.5,0,0,0,,0,0,23.4,15.6,324.9,1016,7.8,15.6,271.6,23.3,8,,2019-08-05T05:51:46,2019-08-05T20:38:01,0.16,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-06,27.2,15.5,20.7,27.1,15.5,20.6,13,64.1,0,0,0,,0,0,23.4,11.8,296.2,1015,26.7,13.5,242,20.9,8,,2019-08-06T05:53:04,2019-08-06T20:36:30,0.2,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-07,25.5,15,19.1,25.5,15,19.1,13.6,71.6,0,0,0,,0,0,25.2,13.5,203.4,1014.5,38.6,14.8,203.4,17.6,8,,2019-08-07T05:54:22,2019-08-07T20:34:57,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-08,21,16.5,18.5,21,16.5,18.5,12.9,70.4,0,0,0,,0,0,27.4,14.1,190.4,1015.6,86.4,15.1,91.4,7.7,4,,2019-08-08T05:55:40,2019-08-08T20:33:23,0.27,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-09,23.8,16.9,19.6,23.8,16.9,19.6,12.1,62.5,0,0,0,,0,0,27.7,15.8,284.4,1014.5,77.8,15.5,161.8,14,7,,2019-08-09T05:56:59,2019-08-09T20:31:47,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-10,22.9,15.9,19.3,22.9,15.9,19.3,13.9,71.8,5.638,100,20.83,rain,0,0,23,10.9,324.7,1014.7,85.1,13.8,178.2,15.3,7,,2019-08-10T05:58:18,2019-08-10T20:30:10,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-11,22.3,16.5,19.1,22.3,16.5,19.1,13.1,68.3,0.064,100,4.17,rain,0,0,38.9,13.5,180.4,1018.8,79.1,15.9,95.9,8.1,4,,2019-08-11T05:59:37,2019-08-11T20:28:32,0.37,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-12,25.7,16.4,20.9,25.7,16.4,20.9,12.2,60.5,0,0,0,,0,0,19.1,10.9,316.6,1020.1,54.1,15.9,238.3,20.6,8,,2019-08-12T06:00:57,2019-08-12T20:26:52,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2019-08-13,28.4,16.2,22.2,27.4,16.2,22.1,11.7,54,0,0,0,,0,0,27.7,12.2,321.9,1019.1,29.4,15.6,249.4,21.4,8,,2019-08-13T06:02:16,2019-08-13T20:25:11,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
