name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
seattle,2018-06-01,18.9,9.8,14.5,18.9,7.9,14.4,5.2,55.5,0.382,100,8.33,rain,0,0,31.7,18.8,191.3,1022.4,76.6,16,220.5,19.1,7,,2018-06-01T05:15:40,2018-06-01T20:59:15,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2018-06-02,24.2,12.6,18,24.2,12.6,18,7.3,51.4,0,0,0,,0,0,19.1,13.9,313.8,1022.8,50.6,15.9,302.3,26,9,,2018-06-02T05:15:04,2018-06-02T21:00:08,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2018-06-03,17.1,13,14.7,17.1,13,14.7,9.5,71.5,0.427,100,12.5,rain,0,0,23.8,11.8,295.1,1017.9,70.8,15.8,133.5,11.5,5,,2018-06-03T05:14:30,2018-06-03T21:01:01,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2018-06-04,19.1,10.8,14,19.1,10.8,14,7.4,66.3,0.509,100,8.33,rain,0,0,24.8,16.5,33.6,1018.6,80.7,15.2,190.5,16.4,9,,2018-06-04T05:13:59,2018-06-04T21:01:51,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2018-06-05,20,9.7,15.1,20,9,15.1,6,56.9,0,0,0,,0,0,38.2,19.6,200.9,1016.2,46.1,15.9,246.9,21.4,8,,2018-06-05T05:13:30,2018-06-05T21:02:40,0.74,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2018-06-06,23.6,10.9,17,23.6,10.9,17,7.9,57.3,0,0,0,,0,0,20.2,20.2,241.3,1013.8,14.5,16,301.5,26.1,8,,2018-06-06T05:13:04,2018-06-06T21:03:26,0.75,Clear,Clear conditions throughout the day.,clear-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2018-06-07,19.5,13.1,16,19.5,13.1,16,8.4,61.5,0,0,0,,0,0,32,17.9,194.9,1015.6,66.1,16,181.4,15.7,6,,2018-06-07T05:12:40,2018-06-07T21:04:11,0.8,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2018-06-08,17.3,12.3,14.7,17.3,12.3,14.7,10.3,75.9,5.53,100,41.67,rain,0,0,31.3,18.2,185.6,1016.4,96.3,15.1,84.1,7.3,3,,2018-06-08T05:12:19,2018-06-08T21:04:53,0.83,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2018-06-09,16.4,10.5,13,16.4,10.5,13,8.3,74.4,3.67,100,33.33,rain,0,0,32.4,14.1,221.2,1015.1,90,15.9,178.3,15.4,8,,2018-06-09T05:12:01,2018-06-09T21:05:34,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,E8003,KSEA,KBFI,E8046,72793524234,72793494248,KRNT"
seattle,2018-06-10,16.3,9.5,12.5,16.3,7.4,12.4,6.9,69.8,2.418,100,20.83,rain,0,0,41.1,26.7,186.5,1017.8,70.3,15.6,266.6,22.9,9,,2018-06-10T05:11:45,2018-06-10T21:06:12,0.9,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2018-06-11,19.5,9.8,14.5,19.5,8.9,14.5,6.7,63.8,0.045,100,4.17,rain,0,0,20.2,8.7,320.7,1022.1,63,16,245.3,21.2,8,,2018-06-11T05:11:31,2018-06-11T21:06:48,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
seattle,2018-06-12,19.3,10.1,15.5,19.3,10.1,15.5,6.9,57.7,0,0,0,,0,0,27.4,18.9,322.2,1017.9,50.5,16,195.5,16.8,7,,2018-06-12T05:11:20,2018-06-12T21:07:22,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72793024233,E8003,KSEA,KBFI,72793524234,72793494248,KRNT"
